run_num	key_true	key_false	trial_type	trial_num	hand	trial_dur	iti_dur	story	question	condition	answer	story_dur	question_dur	text_height	reward_value	reward_cue	reward_cue_dur	display_trial_feedback	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct	points_earned
10	1	2	0	0	right	15	0	Annie tells Carl that she has to work late.  Instead, Annie arrives home before Carl to  surprise him for his birthday. Carl goes  out with his friends straight after work, arriving home late. 	"Annie knows that Carl
is out with his friends

True or False"	belief	False	10	4	1.25	1	1	1	True	0	15	43.0008411668241	0	43.00084220827557	0		False	0
10	1	2	1	1	right	15	0	The professor asked his graduate student to present her work at a conference.  The student is sick on the day of the conference and she asks a  colleague to present the work instead. 	"The professor's graduate student 
does not give the presentation

True or False"	photo	True	10	4	1.25	3	3	1	True	15	30	59.0620110000018	0	59.06201200000942	1	2.1971680836286396	True	3
11	1	2	1	0	right	15	0	Josh tells Adam that he will meet  him at the game later that day.  At the last minute, Josh is called into work and forgets to tell Adam.	"Adam cannot find Josh in the stadium

True or False "	belief	True	10	4	1.25	3	3	1	True	0	15	8.000870499992743	0	8.000871541444212	1	3.494458708446473	True	3
11	1	2	0	1	right	15	0	Kate places her keys on the kitchen table  and goes to her bedroom to take a nap.  Her boyfriend sees Kate's keys and places them in her bag where she usually keeps them	"Kate wakes from her nap and 
looks for her keys in her bag

True or False"	photo	False	10	4	1.25	1	1	1	True	15	30	23.000582833308727	0	23.00058391643688	2	3.230022583156824	True	1
12	1	2	1	0	right	15	0	The morning of high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.	"Sarah gets ready assuming her
shoes are under the dress.

True or False "	belief	True	10	4	1.25	1	1	1	True	0	15	148.00078408326954	0	148.00078512495384	2	3.822749791666866	False	0
12	1	2	1	1	right	15	0	Sargent famously painted the south bank of the river in 1885. In 1910 a huge dam was built, flooding out the whole river basin,  killing the old forests. Now the whole area is under water.	"In the painting the south bank of
the river is wooded. 

True or False "	photo	True	10	4	1.25	3	3	1	True	15	30	163.00055420817807	0	163.0005552081857	0		False	0
13	1	2	0	0	right	15	0	John told Mary that he had lost his keys. The two of them searched the house with no luck. Then Mary went outside to look in the car. Suddenly John noticed his keys behind the sofa.	"By the time Mary comes in, John
doesn't know where his keys are.

True or False "	belief	False	10	4	1.25	1	1	1	True	0	15	183.00070516648705	0	183.0007061250508	0		False	0
13	1	2	1	1	right	15	0	A biography describes the room as it was in 1965. Originally the walls were covered in dark wallpaper. By 1965 the paper had been stripped and replaced with cream paint.	"The biography says that the room
was light.

True or False"	photo	True	10	4	1.25	3	3	1	True	15	30	199.0668429164216	0	199.0668439164292	2	2.732777583412826	False	0
25	1	2	0	0	right	15	0	Michael told Andrew that he was going hiking for the day. An hour  into his walk, Michael hurts his leg and returns home	"Michael returns home that evening 
after a long day of hiking

True or False"	belief	False	10	4	1.25	1	1	1	True	0	15	253.00070858327672	0	253.00070962496105	1	3.8282072085421537	False	0
25	1	2	1	1	right	15	0	Tom leaves the house without letting  the dog out. Tom's neighbour hears  the dog barking and lets her into  the backyard.  Later, Tom arrives home from work. 	"Tom finds the dog in the backyard

True or False"	photo	True	10	4	1.25	3	3	1	True	15	30	268.00054200016893	0	268.00054320832714	1	2.0252495417371392	True	3
26	4	3	0	0	left	15	0	Amy leaves her sister in the library while she goes to class. Sometime thereafter, Amy's sister leaves the library to meet her friend on the other side of town. 	"Amy returns after class and 
finds her sister in the library

True or False"	belief	False	10	4	1.25	1	1	1	True	0	15	78.00072204158641	0	78.0007231249474	0		False	0
26	4	3	0	1	left	15	0	Paintings of the town in the early nineteenth century portray a bustling marketplace in the town square. In recent  years, the town square has been ruined by warfare. 	"Paintings of the town square depict 
ruins obliterated by warfare

True or False"	photo	False	10	4	1.25	3	3	1	True	15	30	94.0730565416161	0	94.07305754162371	0		False	0
